,Date,Time,ms,LEVEL,TEMPERATURE,CONDUCTIVITY,CON_UCTIVITY,WSE_ft
2867,1/14/2021,1:00:00 PM,0,2.289,14.5,42692,NA,6.249
2868,1/14/2021,1:15:00 PM,0,2.295,14.5,42820,NA,6.255
2869,1/14/2021,1:30:00 PM,0,2.29,14.5,43400,NA,6.25
2870,1/14/2021,1:45:00 PM,0,2.284,14.5,44885,NA,6.244
2871,1/14/2021,2:00:00 PM,0,2.292,14.6,44583,NA,6.252
2872,1/14/2021,2:15:00 PM,0,2.271,14.6,44960,NA,6.231
2873,1/14/2021,2:30:00 PM,0,2.282,14.6,44543,NA,6.242
2874,1/14/2021,2:45:00 PM,0,2.287,14.6,44734,NA,6.247
2875,1/14/2021,3:00:00 PM,0,2.275,14.6,44432,NA,6.235
2876,1/14/2021,3:15:00 PM,0,2.283,14.7,44287,NA,6.243
2877,1/14/2021,3:30:00 PM,0,2.273,14.7,45645,NA,6.233
2878,1/14/2021,3:45:00 PM,0,2.281,14.7,44247,NA,6.241
2879,1/14/2021,4:00:00 PM,0,2.279,14.7,44398,NA,6.239
2880,1/14/2021,4:15:00 PM,0,2.272,14.7,44293,NA,6.232
2881,1/14/2021,4:30:00 PM,0,2.286,14.7,43864,NA,6.246
2882,1/14/2021,4:45:00 PM,0,2.274,14.7,43731,NA,6.234
2883,1/14/2021,5:00:00 PM,0,2.283,14.7,43412,NA,6.243
2884,1/14/2021,5:15:00 PM,0,2.282,14.7,43000,NA,6.242
2885,1/14/2021,5:30:00 PM,0,2.281,14.7,42698,NA,6.241
2886,1/14/2021,5:45:00 PM,0,2.285,14.7,42913,NA,6.245
2887,1/14/2021,6:00:00 PM,0,2.278,14.7,42437,NA,6.238
2888,1/14/2021,6:15:00 PM,0,2.28,14.7,42368,NA,6.24
2889,1/14/2021,6:30:00 PM,0,2.276,14.7,42095,NA,6.236
2890,1/14/2021,6:45:00 PM,0,2.279,14.7,41648,NA,6.239
2891,1/14/2021,7:00:00 PM,0,2.281,14.7,42124,NA,6.241
2892,1/14/2021,7:15:00 PM,0,2.281,14.7,42141,NA,6.241
2893,1/14/2021,7:30:00 PM,0,2.284,14.7,41811,NA,6.244
2894,1/14/2021,7:45:00 PM,0,2.288,14.7,42049,NA,6.248
2895,1/14/2021,8:00:00 PM,0,2.283,14.7,42257,NA,6.243
2896,1/14/2021,8:15:00 PM,0,2.292,14.8,41857,NA,6.252
2897,1/14/2021,8:30:00 PM,0,2.285,14.8,42779,NA,6.245
2898,1/14/2021,8:45:00 PM,0,2.285,14.8,42379,NA,6.245
2899,1/14/2021,9:00:00 PM,0,2.289,14.8,42681,NA,6.249
2900,1/14/2021,9:15:00 PM,0,2.292,14.8,42600,NA,6.252
2901,1/14/2021,9:30:00 PM,0,2.303,14.8,42617,NA,6.263
2902,1/14/2021,9:45:00 PM,0,2.286,14.8,42977,NA,6.246
2903,1/14/2021,10:00:00 PM,0,2.289,14.8,42808,NA,6.249
2904,1/14/2021,10:15:00 PM,0,2.287,14.9,43174,NA,6.247
2905,1/14/2021,10:30:00 PM,0,2.284,14.9,43064,NA,6.244
2906,1/14/2021,10:45:00 PM,0,2.29,14.9,42518,NA,6.25
2907,1/14/2021,11:00:00 PM,0,2.287,14.8,43417,NA,6.247
2908,1/14/2021,11:15:00 PM,0,2.292,14.8,43400,NA,6.252
2909,1/14/2021,11:30:00 PM,0,2.287,14.8,43238,NA,6.247
2910,1/14/2021,11:45:00 PM,0,2.292,14.8,43783,NA,6.252
2911,1/15/2021,12:00:00 AM,0,2.303,14.9,43823,NA,6.263
2912,1/15/2021,12:15:00 AM,0,2.311,14.9,44160,NA,6.271
2913,1/15/2021,12:30:00 AM,0,2.307,14.9,43731,NA,6.267
2914,1/15/2021,12:45:00 AM,0,2.301,14.9,44409,NA,6.261
2915,1/15/2021,1:00:00 AM,0,2.292,14.9,43968,NA,6.252
2916,1/15/2021,1:15:00 AM,0,2.302,14.8,43963,NA,6.262
2917,1/15/2021,1:30:00 AM,0,2.29,14.8,44206,NA,6.25
2918,1/15/2021,1:45:00 AM,0,2.286,14.8,44311,NA,6.246
2919,1/15/2021,2:00:00 AM,0,2.304,14.8,44050,NA,6.264
2920,1/15/2021,2:15:00 AM,0,2.293,14.9,43928,NA,6.253
2921,1/15/2021,2:30:00 AM,0,2.301,14.8,44224,NA,6.261
2922,1/15/2021,2:45:00 AM,0,2.298,14.8,43893,NA,6.258
2923,1/15/2021,3:00:00 AM,0,2.296,14.8,43910,NA,6.256
2924,1/15/2021,3:15:00 AM,0,2.306,14.8,43383,NA,6.266
2925,1/15/2021,3:30:00 AM,0,2.298,14.8,43394,NA,6.258
2926,1/15/2021,3:45:00 AM,0,2.291,14.8,43406,NA,6.251
2927,1/15/2021,4:00:00 AM,0,2.306,14.8,43899,NA,6.266
2928,1/15/2021,4:15:00 AM,0,2.298,14.8,43354,NA,6.258
2929,1/15/2021,4:30:00 AM,0,2.309,14.8,43307,NA,6.269
2930,1/15/2021,4:45:00 AM,0,2.311,14.8,43644,NA,6.271
2931,1/15/2021,5:00:00 AM,0,2.307,14.8,43684,NA,6.267
2932,1/15/2021,5:15:00 AM,0,2.3,14.8,43336,NA,6.26
2933,1/15/2021,5:30:00 AM,0,2.311,14.8,43075,NA,6.271
2934,1/15/2021,5:45:00 AM,0,2.303,14.8,42617,NA,6.263
2935,1/15/2021,6:00:00 AM,0,2.305,14.8,43754,NA,6.265
2936,1/15/2021,6:15:00 AM,0,2.307,14.8,42959,NA,6.267
2937,1/15/2021,6:30:00 AM,0,2.306,14.8,43180,NA,6.266
2938,1/15/2021,6:45:00 AM,0,2.297,14.8,44119,NA,6.257
2939,1/15/2021,7:00:00 AM,0,2.311,14.8,44015,NA,6.271
2940,1/15/2021,7:15:00 AM,0,2.298,14.8,42988,NA,6.258
2941,1/15/2021,7:30:00 AM,0,2.304,14.8,43765,NA,6.264
2942,1/15/2021,7:45:00 AM,0,2.298,14.8,44276,NA,6.258
2943,1/15/2021,8:00:00 AM,0,2.3,14.8,43945,NA,6.26
2944,1/15/2021,8:15:00 AM,0,2.299,14.8,43562,NA,6.259
2945,1/15/2021,8:30:00 AM,0,2.307,14.8,43475,NA,6.267
2946,1/15/2021,8:45:00 AM,0,2.295,14.8,44432,NA,6.255
2947,1/15/2021,9:00:00 AM,0,2.297,14.8,43719,NA,6.257
2948,1/15/2021,9:15:00 AM,0,2.292,14.8,43702,NA,6.252
2949,1/15/2021,9:30:00 AM,0,2.306,14.8,43597,NA,6.266
2950,1/15/2021,9:45:00 AM,0,2.294,14.8,43493,NA,6.254
2951,1/15/2021,10:00:00 AM,0,2.289,14.8,43110,NA,6.249
2952,1/15/2021,10:15:00 AM,0,2.293,14.8,43064,NA,6.253
2953,1/15/2021,10:30:00 AM,0,2.289,14.8,43116,NA,6.249
2954,1/15/2021,10:45:00 AM,0,2.285,14.8,43365,NA,6.245
2955,1/15/2021,11:00:00 AM,0,2.289,14.8,43568,NA,6.249
2956,1/15/2021,11:15:00 AM,0,2.279,14.9,43151,NA,6.239
2957,1/15/2021,11:30:00 AM,0,2.286,14.9,42907,NA,6.246
2958,1/15/2021,11:45:00 AM,0,2.294,14.9,42849,NA,6.254
2959,1/15/2021,12:00:00 PM,0,2.279,14.9,43104,NA,6.239
2960,1/15/2021,12:15:00 PM,0,2.28,15,43609,NA,6.24
2961,1/15/2021,12:30:00 PM,0,2.277,15,44038,NA,6.237
2962,1/15/2021,12:45:00 PM,0,2.286,15,43806,NA,6.246
2963,1/15/2021,1:00:00 PM,0,2.285,15,44409,NA,6.245
2964,1/15/2021,1:15:00 PM,0,2.282,15,44461,NA,6.242
2965,1/15/2021,1:30:00 PM,0,2.279,15,44137,NA,6.239
2966,1/15/2021,1:45:00 PM,0,2.29,15.1,44305,NA,6.25
2967,1/15/2021,2:00:00 PM,0,2.276,15.1,44531,NA,6.236
2968,1/15/2021,2:15:00 PM,0,2.273,15.1,44421,NA,6.233
2969,1/15/2021,2:30:00 PM,0,2.266,15.2,44792,NA,6.226
2970,1/15/2021,2:45:00 PM,0,2.274,15.1,44357,NA,6.234
2971,1/15/2021,3:00:00 PM,0,2.271,15.1,44113,NA,6.231
2972,1/15/2021,3:15:00 PM,0,2.27,15.2,44334,NA,6.23
2973,1/15/2021,3:30:00 PM,0,2.272,15.2,44560,NA,6.232
2974,1/15/2021,3:45:00 PM,0,2.267,15.2,44624,NA,6.227
2975,1/15/2021,4:00:00 PM,0,2.284,15.2,44299,NA,6.244
2976,1/15/2021,4:15:00 PM,0,2.283,15.2,44061,NA,6.243
2977,1/15/2021,4:30:00 PM,0,2.273,15.2,44026,NA,6.233
2978,1/15/2021,4:45:00 PM,0,2.275,15.2,44079,NA,6.235
2979,1/15/2021,5:00:00 PM,0,2.283,15.2,43899,NA,6.243
2980,1/15/2021,5:15:00 PM,0,2.286,15.1,43812,NA,6.246
2981,1/15/2021,5:30:00 PM,0,2.279,15.1,43551,NA,6.239
2982,1/15/2021,5:45:00 PM,0,2.272,15.2,43620,NA,6.232
2983,1/15/2021,6:00:00 PM,0,2.274,15.2,42866,NA,6.234
2984,1/15/2021,6:15:00 PM,0,2.274,15.2,42721,NA,6.234
2985,1/15/2021,6:30:00 PM,0,2.285,15.2,42913,NA,6.245
2986,1/15/2021,6:45:00 PM,0,2.281,15.2,43383,NA,6.241
2987,1/15/2021,7:00:00 PM,0,2.279,15.2,43516,NA,6.239
2988,1/15/2021,7:15:00 PM,0,2.271,15.2,43412,NA,6.231
2989,1/15/2021,7:30:00 PM,0,2.285,15.2,42884,NA,6.245
2990,1/15/2021,7:45:00 PM,0,2.267,15.2,43406,NA,6.227
2991,1/15/2021,8:00:00 PM,0,2.272,15.2,43707,NA,6.232
2992,1/15/2021,8:15:00 PM,0,2.288,15.2,43522,NA,6.248
2993,1/15/2021,8:30:00 PM,0,2.277,15.2,43696,NA,6.237
2994,1/15/2021,8:45:00 PM,0,2.278,15.2,42872,NA,6.238
2995,1/15/2021,9:00:00 PM,0,2.278,15.2,43452,NA,6.238
2996,1/15/2021,9:15:00 PM,0,2.282,15.2,43829,NA,6.242
2997,1/15/2021,9:30:00 PM,0,2.291,15.2,43307,NA,6.251
2998,1/15/2021,9:45:00 PM,0,2.279,15.2,43678,NA,6.239
2999,1/15/2021,10:00:00 PM,0,2.295,15.2,43649,NA,6.255
3000,1/15/2021,10:15:00 PM,0,2.282,15.2,43829,NA,6.242
3001,1/15/2021,10:30:00 PM,0,2.286,15.2,42849,NA,6.246
3002,1/15/2021,10:45:00 PM,0,2.292,15.2,43319,NA,6.252
3003,1/15/2021,11:00:00 PM,0,2.279,15.2,44015,NA,6.239
3004,1/15/2021,11:15:00 PM,0,2.278,15.2,44253,NA,6.238
3005,1/15/2021,11:30:00 PM,0,2.288,15.2,44148,NA,6.248
3006,1/15/2021,11:45:00 PM,0,2.291,15.2,44073,NA,6.251
3007,1/16/2021,12:00:00 AM,0,2.294,15.2,43986,NA,6.254
3008,1/16/2021,12:15:00 AM,0,2.287,15.2,44723,NA,6.247
3009,1/16/2021,12:30:00 AM,0,2.299,15.2,44421,NA,6.259
3010,1/16/2021,12:45:00 AM,0,2.289,15.2,44351,NA,6.249
3011,1/16/2021,1:00:00 AM,0,2.295,15.2,45030,NA,6.255
3012,1/16/2021,1:15:00 AM,0,2.288,15.2,44224,NA,6.248
3013,1/16/2021,1:30:00 AM,0,2.286,15.2,44595,NA,6.246
3014,1/16/2021,1:45:00 AM,0,2.275,15.2,44415,NA,6.235
3015,1/16/2021,2:00:00 AM,0,2.291,15.2,45123,NA,6.251
3016,1/16/2021,2:15:00 AM,0,2.294,15.2,43823,NA,6.254
3017,1/16/2021,2:30:00 AM,0,2.299,15.2,44386,NA,6.259
3018,1/16/2021,2:45:00 AM,0,2.288,15.2,44821,NA,6.248
3019,1/16/2021,3:00:00 AM,0,2.293,15.3,43783,NA,6.253
3020,1/16/2021,3:15:00 AM,0,2.299,15.3,44479,NA,6.259
3021,1/16/2021,3:30:00 AM,0,2.294,15.3,44740,NA,6.254
3022,1/16/2021,3:45:00 AM,0,2.288,15.3,43986,NA,6.248
3023,1/16/2021,4:00:00 AM,0,2.292,15.3,44148,NA,6.252
3024,1/16/2021,4:15:00 AM,0,2.306,15.3,44345,NA,6.266
3025,1/16/2021,4:30:00 AM,0,2.298,15.3,44247,NA,6.258
3026,1/16/2021,4:45:00 AM,0,2.29,15.3,44177,NA,6.25
3027,1/16/2021,5:00:00 AM,0,2.295,15.3,44218,NA,6.255
3028,1/16/2021,5:15:00 AM,0,2.294,15.3,44282,NA,6.254
3029,1/16/2021,5:30:00 AM,0,2.304,15.3,45198,NA,6.264
3030,1/16/2021,5:45:00 AM,0,2.303,15.3,44566,NA,6.263
3031,1/16/2021,6:00:00 AM,0,2.314,15.3,43951,NA,6.274
3032,1/16/2021,6:15:00 AM,0,2.288,15.3,43864,NA,6.248
3033,1/16/2021,6:30:00 AM,0,2.303,15.3,45906,NA,6.263
3034,1/16/2021,6:45:00 AM,0,2.301,15.3,44548,NA,6.261
3035,1/16/2021,7:00:00 AM,0,2.297,15.3,44879,NA,6.257
3036,1/16/2021,7:15:00 AM,0,2.305,15.3,44450,NA,6.265
3037,1/16/2021,7:30:00 AM,0,2.298,15.3,44746,NA,6.258
3038,1/16/2021,7:45:00 AM,0,2.291,15.3,44334,NA,6.251
3039,1/16/2021,8:00:00 AM,0,2.282,15.3,44160,NA,6.242
3040,1/16/2021,8:15:00 AM,0,2.297,15.3,44508,NA,6.257
3041,1/16/2021,8:30:00 AM,0,2.295,15.3,44212,NA,6.255
3042,1/16/2021,8:45:00 AM,0,2.294,15.3,43777,NA,6.254
3043,1/16/2021,9:00:00 AM,0,2.294,15.3,44137,NA,6.254
3044,1/16/2021,9:15:00 AM,0,2.302,15.3,44229,NA,6.262
3045,1/16/2021,9:30:00 AM,0,2.29,15.3,44299,NA,6.25
3046,1/16/2021,9:45:00 AM,0,2.293,15.3,43696,NA,6.253
3047,1/16/2021,10:00:00 AM,0,2.292,15.3,43771,NA,6.252
3048,1/16/2021,10:15:00 AM,0,2.277,15.3,43035,NA,6.237
3049,1/16/2021,10:30:00 AM,0,2.27,15.3,43858,NA,6.23
3050,1/16/2021,10:45:00 AM,0,2.288,15.4,43568,NA,6.248
3051,1/16/2021,11:00:00 AM,0,2.278,15.4,43945,NA,6.238
3052,1/16/2021,11:15:00 AM,0,2.293,15.4,44160,NA,6.253
3053,1/16/2021,11:30:00 AM,0,2.277,15.5,44548,NA,6.237
3054,1/16/2021,11:45:00 AM,0,2.276,15.5,44415,NA,6.236
3055,1/16/2021,12:00:00 PM,0,2.28,15.5,44299,NA,6.24
3056,1/16/2021,12:15:00 PM,0,2.277,15.5,45059,NA,6.237
3057,1/16/2021,12:30:00 PM,0,2.284,15.6,45030,NA,6.244
3058,1/16/2021,12:45:00 PM,0,2.278,15.6,43997,NA,6.238
3059,1/16/2021,1:00:00 PM,0,2.266,15.7,44868,NA,6.226
3060,1/16/2021,1:15:00 PM,0,2.277,15.7,44345,NA,6.237
3061,1/16/2021,1:30:00 PM,0,2.268,15.6,44984,NA,6.228
3062,1/16/2021,1:45:00 PM,0,2.286,15.6,44560,NA,6.246
3063,1/16/2021,2:00:00 PM,0,2.288,15.7,44618,NA,6.248
3064,1/16/2021,2:15:00 PM,0,2.264,15.7,44734,NA,6.224
3065,1/16/2021,2:30:00 PM,0,2.272,15.7,44108,NA,6.232
3066,1/16/2021,2:45:00 PM,0,2.271,15.7,44328,NA,6.231
3067,1/16/2021,3:00:00 PM,0,2.276,15.7,44119,NA,6.236
3068,1/16/2021,3:15:00 PM,0,2.261,15.7,43452,NA,6.221
3069,1/16/2021,3:30:00 PM,0,2.268,15.7,44055,NA,6.228
3070,1/16/2021,3:45:00 PM,0,2.268,15.7,43516,NA,6.228
3071,1/16/2021,4:00:00 PM,0,2.265,15.8,43841,NA,6.225
3072,1/16/2021,4:15:00 PM,0,2.259,15.7,43934,NA,6.219
3073,1/16/2021,4:30:00 PM,0,2.269,15.7,43986,NA,6.229
3074,1/16/2021,4:45:00 PM,0,2.268,15.7,44142,NA,6.228
3075,1/16/2021,5:00:00 PM,0,2.258,15.7,43916,NA,6.218
3076,1/16/2021,5:15:00 PM,0,2.281,15.6,43731,NA,6.241
3077,1/16/2021,5:30:00 PM,0,2.26,15.6,43899,NA,6.22
3078,1/16/2021,5:45:00 PM,0,2.261,15.6,43858,NA,6.221
3079,1/16/2021,6:00:00 PM,0,2.266,15.7,43528,NA,6.226
3080,1/16/2021,6:15:00 PM,0,2.278,15.7,43684,NA,6.238
3081,1/16/2021,6:30:00 PM,0,2.272,15.7,43736,NA,6.232
3082,1/16/2021,6:45:00 PM,0,2.27,15.7,43818,NA,6.23
3083,1/16/2021,7:00:00 PM,0,2.267,15.7,44113,NA,6.227
3084,1/16/2021,7:15:00 PM,0,2.27,15.7,43876,NA,6.23
3085,1/16/2021,7:30:00 PM,0,2.275,15.7,43649,NA,6.235
3086,1/16/2021,7:45:00 PM,0,2.271,15.7,44003,NA,6.231
3087,1/16/2021,8:00:00 PM,0,2.274,15.7,43939,NA,6.234
3088,1/16/2021,8:15:00 PM,0,2.267,15.7,43719,NA,6.227
3089,1/16/2021,8:30:00 PM,0,2.276,15.7,43481,NA,6.236
3090,1/16/2021,8:45:00 PM,0,2.278,15.7,44270,NA,6.238
3091,1/16/2021,9:00:00 PM,0,2.276,15.7,43574,NA,6.236
3092,1/16/2021,9:15:00 PM,0,2.277,15.7,43626,NA,6.237
3093,1/16/2021,9:30:00 PM,0,2.275,15.7,44160,NA,6.235
3094,1/16/2021,9:45:00 PM,0,2.275,15.7,43574,NA,6.235
3095,1/16/2021,10:00:00 PM,0,2.274,15.7,44038,NA,6.234
3096,1/16/2021,10:15:00 PM,0,2.265,15.7,44421,NA,6.225
3097,1/16/2021,10:30:00 PM,0,2.281,15.7,44061,NA,6.241
3098,1/16/2021,10:45:00 PM,0,2.274,15.7,44229,NA,6.234
3099,1/16/2021,11:00:00 PM,0,2.274,15.7,44653,NA,6.234
3100,1/16/2021,11:15:00 PM,0,2.273,15.7,44316,NA,6.233
3101,1/16/2021,11:30:00 PM,0,2.275,15.7,44218,NA,6.235
3102,1/16/2021,11:45:00 PM,0,2.276,15.7,44926,NA,6.236
3103,1/17/2021,12:00:00 AM,0,2.276,15.7,44183,NA,6.236
3104,1/17/2021,12:15:00 AM,0,2.292,15.7,44589,NA,6.252
3105,1/17/2021,12:30:00 AM,0,2.283,15.7,44711,NA,6.243
3106,1/17/2021,12:45:00 AM,0,2.277,15.7,45477,NA,6.237
3107,1/17/2021,1:00:00 AM,0,2.284,15.7,45100,NA,6.244
3108,1/17/2021,1:15:00 AM,0,2.282,15.7,45268,NA,6.242
3109,1/17/2021,1:30:00 AM,0,2.281,15.8,44659,NA,6.241
3110,1/17/2021,1:45:00 AM,0,2.294,15.7,44786,NA,6.254
3111,1/17/2021,2:00:00 AM,0,2.291,15.8,44763,NA,6.251
3112,1/17/2021,2:15:00 AM,0,2.282,15.8,44763,NA,6.242
3113,1/17/2021,2:30:00 AM,0,2.281,15.8,45517,NA,6.241
3114,1/17/2021,2:45:00 AM,0,2.29,15.8,44676,NA,6.25
3115,1/17/2021,3:00:00 AM,0,2.288,15.8,44978,NA,6.248
3116,1/17/2021,3:15:00 AM,0,2.277,15.8,44705,NA,6.237
3117,1/17/2021,3:30:00 AM,0,2.282,15.8,44670,NA,6.242
3118,1/17/2021,3:45:00 AM,0,2.289,15.8,44757,NA,6.249
3119,1/17/2021,4:00:00 AM,0,2.281,15.8,44885,NA,6.241
3120,1/17/2021,4:15:00 AM,0,2.284,15.8,44334,NA,6.244
3121,1/17/2021,4:30:00 AM,0,2.295,15.8,44392,NA,6.255
3122,1/17/2021,4:45:00 AM,0,2.292,15.8,44635,NA,6.252
3123,1/17/2021,5:00:00 AM,0,2.297,15.8,44461,NA,6.257
3124,1/17/2021,5:15:00 AM,0,2.296,15.8,44409,NA,6.256
3125,1/17/2021,5:30:00 AM,0,2.288,15.8,44583,NA,6.248
3126,1/17/2021,5:45:00 AM,0,2.28,15.8,44456,NA,6.24
3127,1/17/2021,6:00:00 AM,0,2.286,15.8,44676,NA,6.246
3128,1/17/2021,6:15:00 AM,0,2.286,15.8,44769,NA,6.246
3129,1/17/2021,6:30:00 AM,0,2.3,15.8,44305,NA,6.26
3130,1/17/2021,6:45:00 AM,0,2.287,15.7,44815,NA,6.247
3131,1/17/2021,7:00:00 AM,0,2.283,15.7,44746,NA,6.243
3132,1/17/2021,7:15:00 AM,0,2.279,15.7,44723,NA,6.239
3133,1/17/2021,7:30:00 AM,0,2.287,15.7,44699,NA,6.247
3134,1/17/2021,7:45:00 AM,0,2.294,15.7,44618,NA,6.254
3135,1/17/2021,8:00:00 AM,0,2.29,15.7,44624,NA,6.25
3136,1/17/2021,8:15:00 AM,0,2.288,15.7,44630,NA,6.248
3137,1/17/2021,8:30:00 AM,0,2.281,15.7,44502,NA,6.241
3138,1/17/2021,8:45:00 AM,0,2.288,15.7,44490,NA,6.248
3139,1/17/2021,9:00:00 AM,0,2.285,15.7,44206,NA,6.245
3140,1/17/2021,9:15:00 AM,0,2.288,15.7,44200,NA,6.248
3141,1/17/2021,9:30:00 AM,0,2.284,15.7,43928,NA,6.244
3142,1/17/2021,9:45:00 AM,0,2.284,15.7,43986,NA,6.244
3143,1/17/2021,10:00:00 AM,0,2.288,15.7,43812,NA,6.248
3144,1/17/2021,10:15:00 AM,0,2.287,15.7,43835,NA,6.247
3145,1/17/2021,10:30:00 AM,0,2.283,15.8,43017,NA,6.243
3146,1/17/2021,10:45:00 AM,0,2.278,15.8,42930,NA,6.238
3147,1/17/2021,11:00:00 AM,0,2.275,15.9,42629,NA,6.235
3148,1/17/2021,11:15:00 AM,0,2.273,16,42600,NA,6.233
3149,1/17/2021,11:30:00 AM,0,2.283,16,42878,NA,6.243
3150,1/17/2021,11:45:00 AM,0,2.272,16.1,42913,NA,6.232
3151,1/17/2021,12:00:00 PM,0,2.286,16.1,42756,NA,6.246
3152,1/17/2021,12:15:00 PM,0,2.278,16.1,43452,NA,6.238
3153,1/17/2021,12:30:00 PM,0,2.27,16.2,43151,NA,6.23
3154,1/17/2021,12:45:00 PM,0,2.268,16.2,43980,NA,6.228
3155,1/17/2021,1:00:00 PM,0,2.268,16.3,45378,NA,6.228
3156,1/17/2021,1:15:00 PM,0,2.277,16.3,46156,NA,6.237
3157,1/17/2021,1:30:00 PM,0,2.267,16.4,46771,NA,6.227
3158,1/17/2021,1:45:00 PM,0,2.273,16.4,47241,NA,6.233
3159,1/17/2021,2:00:00 PM,0,2.265,16.5,47188,NA,6.225
3160,1/17/2021,2:15:00 PM,0,2.268,16.5,47467,NA,6.228
3161,1/17/2021,2:30:00 PM,0,2.272,16.5,47281,NA,6.232
3162,1/17/2021,2:45:00 PM,0,2.274,16.5,47270,NA,6.234
3163,1/17/2021,3:00:00 PM,0,2.27,16.5,47583,NA,6.23
3164,1/17/2021,3:15:00 PM,0,2.258,16.5,47653,NA,6.218
3165,1/17/2021,3:30:00 PM,0,2.256,16.5,48227,NA,6.216
3166,1/17/2021,3:45:00 PM,0,2.277,16.6,47670,NA,6.237
3167,1/17/2021,4:00:00 PM,0,2.257,16.5,47461,NA,6.217
3168,1/17/2021,4:15:00 PM,0,2.261,16.5,47461,NA,6.221
3169,1/17/2021,4:30:00 PM,0,2.271,16.5,47531,NA,6.231
3170,1/17/2021,4:45:00 PM,0,2.271,16.5,47101,NA,6.231
3171,1/17/2021,5:00:00 PM,0,2.259,16.5,46985,NA,6.219
3172,1/17/2021,5:15:00 PM,0,2.264,16.5,46666,NA,6.224
3173,1/17/2021,5:30:00 PM,0,2.264,16.5,46573,NA,6.224
3174,1/17/2021,5:45:00 PM,0,2.262,16.5,46411,NA,6.222
3175,1/17/2021,6:00:00 PM,0,2.261,16.5,45784,NA,6.221
3176,1/17/2021,6:15:00 PM,0,2.265,16.5,45825,NA,6.225
3177,1/17/2021,6:30:00 PM,0,2.267,16.5,46277,NA,6.227
3178,1/17/2021,6:45:00 PM,0,2.264,16.5,46469,NA,6.224
3179,1/17/2021,7:00:00 PM,0,2.273,16.5,45918,NA,6.233
3180,1/17/2021,7:15:00 PM,0,2.263,16.5,46010,NA,6.223
3181,1/17/2021,7:30:00 PM,0,2.27,16.5,45807,NA,6.23
3182,1/17/2021,7:45:00 PM,0,2.268,16.6,45465,NA,6.228
3183,1/17/2021,8:00:00 PM,0,2.27,16.6,45558,NA,6.23
3184,1/17/2021,8:15:00 PM,0,2.262,16.6,45599,NA,6.222
3185,1/17/2021,8:30:00 PM,0,2.27,16.6,45900,NA,6.23
3186,1/17/2021,8:45:00 PM,0,2.262,16.6,45059,NA,6.222
3187,1/17/2021,9:00:00 PM,0,2.279,16.6,45030,NA,6.239
3188,1/17/2021,9:15:00 PM,0,2.262,16.6,45297,NA,6.222
3189,1/17/2021,9:30:00 PM,0,2.275,16.6,45163,NA,6.235
3190,1/17/2021,9:45:00 PM,0,2.269,16.6,44943,NA,6.229
3191,1/17/2021,10:00:00 PM,0,2.264,16.6,45163,NA,6.224
3192,1/17/2021,10:15:00 PM,0,2.281,16.6,45291,NA,6.241
3193,1/17/2021,10:30:00 PM,0,2.268,16.6,45372,NA,6.228
3194,1/17/2021,10:45:00 PM,0,2.278,16.6,45459,NA,6.238
3195,1/17/2021,11:00:00 PM,0,2.269,16.6,45541,NA,6.229
3196,1/17/2021,11:15:00 PM,0,2.269,16.6,45146,NA,6.229
3197,1/17/2021,11:30:00 PM,0,2.275,16.5,45204,NA,6.235
3198,1/17/2021,11:45:00 PM,0,2.27,16.5,45129,NA,6.23
3199,1/18/2021,12:00:00 AM,0,2.278,16.5,45007,NA,6.238
3200,1/18/2021,12:15:00 AM,0,2.268,16.5,45262,NA,6.228
3201,1/18/2021,12:30:00 AM,0,2.275,16.5,44786,NA,6.235
3202,1/18/2021,12:45:00 AM,0,2.272,16.5,45303,NA,6.232
3203,1/18/2021,1:00:00 AM,0,2.272,16.5,45308,NA,6.232
3204,1/18/2021,1:15:00 AM,0,2.273,16.5,45633,NA,6.233
3205,1/18/2021,1:30:00 AM,0,2.286,16.5,45813,NA,6.246
3206,1/18/2021,1:45:00 AM,0,2.281,16.5,45616,NA,6.241
3207,1/18/2021,2:00:00 AM,0,2.272,16.5,45575,NA,6.232
3208,1/18/2021,2:15:00 AM,0,2.279,16.5,45129,NA,6.239
3209,1/18/2021,2:30:00 AM,0,2.283,16.5,45216,NA,6.243
3210,1/18/2021,2:45:00 AM,0,2.289,16.5,45651,NA,6.249
3211,1/18/2021,3:00:00 AM,0,2.289,16.5,45790,NA,6.249
3212,1/18/2021,3:15:00 AM,0,2.283,16.5,45622,NA,6.243
3213,1/18/2021,3:30:00 AM,0,2.274,16.5,45639,NA,6.234
3214,1/18/2021,3:45:00 AM,0,2.289,16.5,45552,NA,6.249
3215,1/18/2021,4:00:00 AM,0,2.278,16.5,45616,NA,6.238
3216,1/18/2021,4:15:00 AM,0,2.287,16.5,45465,NA,6.247
3217,1/18/2021,4:30:00 AM,0,2.284,16.5,45842,NA,6.244
3218,1/18/2021,4:45:00 AM,0,2.284,16.4,45709,NA,6.244
3219,1/18/2021,5:00:00 AM,0,2.285,16.4,45599,NA,6.245
3220,1/18/2021,5:15:00 AM,0,2.296,16.4,45715,NA,6.256
3221,1/18/2021,5:30:00 AM,0,2.278,16.4,45564,NA,6.238
3222,1/18/2021,5:45:00 AM,0,2.284,16.4,45152,NA,6.244
3223,1/18/2021,6:00:00 AM,0,2.281,16.4,45024,NA,6.241
3224,1/18/2021,6:15:00 AM,0,2.28,16.4,45430,NA,6.24
