,Date,Time,ms,LEVEL,TEMPERATURE,CONDUCTIVITY,CON_UCTIVITY,WSE_ft
1,12/15/2020,18:00:00,0,-0.007,11.2,0,NA,3.953
2,12/15/2020,18:15:00,0,0.001,11,0,NA,3.961
3,12/15/2020,18:30:00,0,-0.004,10.6,0,NA,3.956
4,12/15/2020,18:45:00,0,-0.004,10.5,0,NA,3.956
5,12/15/2020,19:00:00,0,0,10.5,0,NA,3.96
6,12/15/2020,19:15:00,0,0.001,9.7,0,NA,3.961
7,12/15/2020,19:30:00,0,-0.003,9.7,0,NA,3.957
8,12/15/2020,19:45:00,0,-0.013,9.4,0,NA,3.947
9,12/15/2020,20:00:00,0,0.004,9.4,0,NA,3.964
10,12/15/2020,20:15:00,0,-0.006,9.4,0,NA,3.954
11,12/15/2020,20:30:00,0,-0.004,9.2,0,NA,3.956
12,12/15/2020,20:45:00,0,0.017,8.7,0,NA,3.977
13,12/15/2020,21:00:00,0,0.003,8.3,0,NA,3.963
14,12/15/2020,21:15:00,0,0.013,8,0,NA,3.973
15,12/15/2020,21:30:00,0,0.013,8.1,0,NA,3.973
16,12/15/2020,21:45:00,0,0.009,8,0,NA,3.969
17,12/15/2020,22:00:00,0,0.013,8,0,NA,3.973
18,12/15/2020,22:15:00,0,0.015,7.9,0,NA,3.975
19,12/15/2020,22:30:00,0,0.017,7.6,0,NA,3.977
20,12/15/2020,22:45:00,0,0.015,7.5,0,NA,3.975
21,12/15/2020,23:00:00,0,0.025,7.3,0,NA,3.985
22,12/15/2020,23:15:00,0,0.014,7.4,0,NA,3.974
23,12/15/2020,23:30:00,0,0.029,7.2,0,NA,3.989
24,12/15/2020,23:45:00,0,0.022,7.1,0,NA,3.982
25,12/16/2020,0:00:00,0,0.024,6.9,0,NA,3.984
26,12/16/2020,0:15:00,0,0.021,6.8,0,NA,3.981
27,12/16/2020,0:30:00,0,0.022,6.7,0,NA,3.982
28,12/16/2020,0:45:00,0,0.032,6.7,0,NA,3.992
29,12/16/2020,1:00:00,0,0.036,6.6,0,NA,3.996
30,12/16/2020,1:15:00,0,0.014,6.5,0,NA,3.974
31,12/16/2020,1:30:00,0,0.029,6.3,0,NA,3.989
32,12/16/2020,1:45:00,0,0.029,6.4,0,NA,3.989
33,12/16/2020,2:00:00,0,0.029,6.3,0,NA,3.989
34,12/16/2020,2:15:00,0,0.036,6.5,0,NA,3.996
35,12/16/2020,2:30:00,0,0.03,6.6,0,NA,3.99
36,12/16/2020,2:45:00,0,0.04,6.4,0,NA,4
37,12/16/2020,3:00:00,0,0.03,6.1,0,NA,3.99
38,12/16/2020,3:15:00,0,0.043,5.9,0,NA,4.003
39,12/16/2020,3:30:00,0,0.04,5.8,0,NA,4
40,12/16/2020,3:45:00,0,0.056,5.6,0,NA,4.016
41,12/16/2020,4:00:00,0,0.043,5.5,0,NA,4.003
42,12/16/2020,4:15:00,0,0.062,5.5,0,NA,4.022
43,12/16/2020,4:30:00,0,0.046,5.5,0,NA,4.006
44,12/16/2020,4:45:00,0,0.067,5.4,0,NA,4.027
45,12/16/2020,5:00:00,0,0.065,5.4,0,NA,4.025
46,12/16/2020,5:15:00,0,0.063,5.4,0,NA,4.023
47,12/16/2020,5:30:00,0,0.056,5.3,0,NA,4.016
48,12/16/2020,5:45:00,0,0.058,5.1,0,NA,4.018
49,12/16/2020,6:00:00,0,0.082,5,0,NA,4.042
50,12/16/2020,6:15:00,0,0.087,4.8,0,NA,4.047
51,12/16/2020,6:30:00,0,0.079,4.9,0,NA,4.039
52,12/16/2020,6:45:00,0,0.081,4.9,0,NA,4.041
53,12/16/2020,7:00:00,0,0.088,4.9,0,NA,4.048
54,12/16/2020,7:15:00,0,0.071,5,0,NA,4.031
55,12/16/2020,7:30:00,0,0.082,5,0,NA,4.042
56,12/16/2020,7:45:00,0,0.023,7.2,0,NA,3.983
57,12/16/2020,8:00:00,0,0.02,9.6,0,NA,3.98
58,12/16/2020,8:15:00,0,0.023,10,0,NA,3.983
59,12/16/2020,8:30:00,0,0.031,9.2,0,NA,3.991
60,12/16/2020,8:45:00,0,0.025,9.1,0,NA,3.985
61,12/16/2020,9:00:00,0,0.026,9.2,0,NA,3.986
62,12/16/2020,9:15:00,0,0.028,9.5,0,NA,3.988
63,12/16/2020,9:30:00,0,0.027,10,0,NA,3.987
64,12/16/2020,9:45:00,0,0,12.8,0,NA,3.96
65,12/16/2020,10:00:00,0,0.019,15.1,0,NA,3.979
66,12/16/2020,10:15:00,0,0.022,16.6,0,NA,3.982
67,12/16/2020,10:30:00,0,0.02,17.7,0,NA,3.98
68,12/16/2020,10:45:00,0,0.029,18.3,0,NA,3.989
69,12/16/2020,11:00:00,0,0.022,19.2,0,NA,3.982
70,12/16/2020,11:15:00,0,0.019,19.6,0,NA,3.979
71,12/16/2020,11:30:00,0,0.032,20.2,0,NA,3.992
72,12/16/2020,11:45:00,0,0.035,20.5,0,NA,3.995
73,12/16/2020,12:00:00,0,0.037,20.7,0,NA,3.997
74,12/16/2020,12:15:00,0,0.042,20.9,0,NA,4.002
75,12/16/2020,12:30:00,0,0.037,20.9,0,NA,3.997
76,12/16/2020,12:45:00,0,0.041,20.9,0,NA,4.001
77,12/16/2020,13:00:00,0,0.037,20.9,0,NA,3.997
78,12/16/2020,13:15:00,0,0.039,20.9,0,NA,3.999
79,12/16/2020,13:30:00,0,0.041,20.9,0,NA,4.001
80,12/16/2020,13:45:00,0,0.032,20.9,0,NA,3.992
81,12/16/2020,14:00:00,0,0.036,20.5,0,NA,3.996
82,12/16/2020,14:15:00,0,0.039,20.4,0,NA,3.999
83,12/16/2020,14:30:00,0,0.034,20.3,0,NA,3.994
84,12/16/2020,14:45:00,0,0.032,19.7,0,NA,3.992
85,12/16/2020,15:00:00,0,0.034,19.7,0,NA,3.994
86,12/16/2020,15:15:00,0,0.034,19.8,0,NA,3.994
87,12/16/2020,15:30:00,0,0.048,19.9,0,NA,4.008
88,12/16/2020,15:45:00,0,0.044,19.6,0,NA,4.004
89,12/16/2020,16:00:00,0,0.037,19.3,0,NA,3.997
90,12/16/2020,16:15:00,0,0.042,19.3,0,NA,4.002
91,12/16/2020,16:30:00,0,0.038,18.1,0,NA,3.998
92,12/16/2020,16:45:00,0,0.025,16.5,0,NA,3.985
93,12/16/2020,17:00:00,0,0.013,15,0,NA,3.973
94,12/16/2020,17:15:00,0,0.012,13.9,0,NA,3.972
95,12/16/2020,17:30:00,0,0.009,13.1,0,NA,3.969
96,12/16/2020,17:45:00,0,0.01,12.5,0,NA,3.97
97,12/16/2020,18:00:00,0,0.002,11.9,0,NA,3.962
98,12/16/2020,18:15:00,0,-0.001,11.3,0,NA,3.959
99,12/16/2020,18:30:00,0,-0.004,10.7,0,NA,3.956
100,12/16/2020,18:45:00,0,0.006,10.2,0,NA,3.966
101,12/16/2020,19:00:00,0,-0.001,9.7,0,NA,3.959
102,12/16/2020,19:15:00,0,0.003,9.4,0,NA,3.963
103,12/16/2020,19:30:00,0,-0.003,9.2,0,NA,3.957
104,12/16/2020,19:45:00,0,0.001,9.1,0,NA,3.961
105,12/16/2020,20:00:00,0,-0.001,8.9,0,NA,3.959
106,12/16/2020,20:15:00,0,0.006,8.9,0,NA,3.966
107,12/16/2020,20:30:00,0,0.008,8.6,0,NA,3.968
108,12/16/2020,20:45:00,0,0.01,8.6,0,NA,3.97
109,12/16/2020,21:00:00,0,0.009,8.6,0,NA,3.969
110,12/16/2020,21:15:00,0,0.007,8.4,0,NA,3.967
111,12/16/2020,21:30:00,0,0.018,7.9,0,NA,3.978
112,12/16/2020,21:45:00,0,0.021,7.9,0,NA,3.981
113,12/16/2020,22:00:00,0,0.023,7.8,0,NA,3.983
114,12/16/2020,22:15:00,0,0.019,7.5,0,NA,3.979
115,12/16/2020,22:30:00,0,0.023,7.4,0,NA,3.983
116,12/16/2020,22:45:00,0,0.024,7.3,0,NA,3.984
117,12/16/2020,23:00:00,0,0.028,7.4,0,NA,3.988
118,12/16/2020,23:15:00,0,0.024,7.4,0,NA,3.984
119,12/16/2020,23:30:00,0,0.021,7.4,0,NA,3.981
120,12/16/2020,23:45:00,0,0.022,7.5,0,NA,3.982
121,12/17/2020,0:00:00,0,0.038,7.2,0,NA,3.998
122,12/17/2020,0:15:00,0,0.026,7.5,0,NA,3.986
123,12/17/2020,0:30:00,0,0.022,7.7,0,NA,3.982
124,12/17/2020,0:45:00,0,0.02,7.6,0,NA,3.98
125,12/17/2020,1:00:00,0,0.017,7.8,0,NA,3.977
126,12/17/2020,1:15:00,0,0.018,8.1,0,NA,3.978
127,12/17/2020,1:30:00,0,0.024,7.9,0,NA,3.984
128,12/17/2020,1:45:00,0,0.021,7.9,0,NA,3.981
129,12/17/2020,2:00:00,0,0.028,7.8,0,NA,3.988
130,12/17/2020,2:15:00,0,0.023,8,0,NA,3.983
131,12/17/2020,2:30:00,0,0.017,8.2,0,NA,3.977
132,12/17/2020,2:45:00,0,0.027,8.4,0,NA,3.987
133,12/17/2020,3:00:00,0,0.016,8.6,0,NA,3.976
134,12/17/2020,3:15:00,0,0.023,8.4,0,NA,3.983
135,12/17/2020,3:30:00,0,0.027,8.3,0,NA,3.987
136,12/17/2020,3:45:00,0,0.016,8.5,0,NA,3.976
137,12/17/2020,4:00:00,0,0.014,8.7,0,NA,3.974
138,12/17/2020,4:15:00,0,0.007,9,0,NA,3.967
139,12/17/2020,4:30:00,0,0.026,8.8,0,NA,3.986
140,12/17/2020,4:45:00,0,0.016,8.8,0,NA,3.976
141,12/17/2020,5:00:00,0,0.018,8.9,0,NA,3.978
142,12/17/2020,5:15:00,0,0.026,8.6,0,NA,3.986
143,12/17/2020,5:30:00,0,-0.001,8.8,0,NA,3.959
144,12/17/2020,5:45:00,0,0.011,9,0,NA,3.971
145,12/17/2020,6:00:00,0,0.011,9.2,0,NA,3.971
146,12/17/2020,6:15:00,0,0.018,9.2,0,NA,3.978
147,12/17/2020,6:30:00,0,0.02,9,0,NA,3.98
148,12/17/2020,6:45:00,0,0.018,9,0,NA,3.978
149,12/17/2020,7:00:00,0,0.015,8.5,0,NA,3.975
150,12/17/2020,7:15:00,0,0.026,8.2,0,NA,3.986
151,12/17/2020,7:30:00,0,0.022,8.1,0,NA,3.982
152,12/17/2020,7:45:00,0,0.016,8.5,0,NA,3.976
153,12/17/2020,8:00:00,0,0.01,10.6,0,NA,3.97
154,12/17/2020,8:15:00,0,0.019,11.6,0,NA,3.979
155,12/17/2020,8:30:00,0,0.013,11.6,0,NA,3.973
156,12/17/2020,8:45:00,0,-0.006,12,0,NA,3.954
157,12/17/2020,9:00:00,0,0.01,12.2,0,NA,3.97
158,12/17/2020,9:15:00,0,0,12.3,0,NA,3.96
159,12/17/2020,9:30:00,0,0.013,12.6,0,NA,3.973
160,12/17/2020,9:45:00,0,0,13.8,0,NA,3.96
161,12/17/2020,10:00:00,0,0.008,15,0,NA,3.968
162,12/17/2020,10:15:00,0,0.007,15.7,0,NA,3.967
163,12/17/2020,10:30:00,0,-0.004,16.7,0,NA,3.956
164,12/17/2020,10:45:00,0,0.014,17.2,0,NA,3.974
165,12/17/2020,11:00:00,0,0.007,17,0,NA,3.967
166,12/17/2020,11:15:00,0,0.017,18.2,0,NA,3.977
167,12/17/2020,11:30:00,0,0.015,19.1,0,NA,3.975
168,12/17/2020,11:45:00,0,0.022,20.7,0,NA,3.982
169,12/17/2020,12:00:00,0,0.033,21.7,0,NA,3.993
170,12/17/2020,12:15:00,0,0.04,22.1,0,NA,4
171,12/17/2020,12:30:00,0,0.033,22.8,0,NA,3.993
172,12/17/2020,12:45:00,0,0.044,22.9,0,NA,4.004
173,12/17/2020,13:00:00,0,0.041,22.7,0,NA,4.001
174,12/17/2020,13:15:00,0,0.04,22,0,NA,4
175,12/17/2020,13:30:00,0,0.048,21.3,0,NA,4.008
176,12/17/2020,13:45:00,0,0.035,20.8,0,NA,3.995
177,12/17/2020,14:00:00,0,0.042,20.2,0,NA,4.002
178,12/17/2020,14:15:00,0,0.037,19.6,0,NA,3.997
179,12/17/2020,14:30:00,0,0.023,19.5,0,NA,3.983
180,12/17/2020,14:45:00,0,0.039,19.3,0,NA,3.999
181,12/17/2020,15:00:00,0,0.022,19,0,NA,3.982
182,12/17/2020,15:15:00,0,0.031,18.9,0,NA,3.991
183,12/17/2020,15:30:00,0,0.029,18.3,0,NA,3.989
184,12/17/2020,15:45:00,0,0.029,17.7,0,NA,3.989
185,12/17/2020,16:00:00,0,0.01,17.1,0,NA,3.97
186,12/17/2020,16:15:00,0,0.014,16.4,0,NA,3.974
187,12/17/2020,16:30:00,0,0.014,15.2,0,NA,3.974
188,12/17/2020,16:45:00,0,0.011,14.1,0,NA,3.971
189,12/17/2020,17:00:00,0,0.01,13.2,0,NA,3.97
190,12/17/2020,17:15:00,0,0.01,12.6,0,NA,3.97
191,12/17/2020,17:30:00,0,0.004,12.2,0,NA,3.964
192,12/17/2020,17:45:00,0,0.005,11.9,0,NA,3.965
193,12/17/2020,18:00:00,0,0.01,11.7,0,NA,3.97
194,12/17/2020,18:15:00,0,0.012,11.5,0,NA,3.972
195,12/17/2020,18:30:00,0,0.001,11.3,0,NA,3.961
196,12/17/2020,18:45:00,0,0.008,11.3,0,NA,3.968
197,12/17/2020,19:00:00,0,-0.002,11.2,0,NA,3.958
198,12/17/2020,19:15:00,0,-0.012,11.2,0,NA,3.948
199,12/17/2020,19:30:00,0,-0.001,11,0,NA,3.959
200,12/17/2020,19:45:00,0,-0.003,10.9,0,NA,3.957
201,12/17/2020,20:00:00,0,0.002,10.7,0,NA,3.962
202,12/17/2020,20:15:00,0,0.009,10.7,0,NA,3.969
203,12/17/2020,20:30:00,0,-0.001,10.6,0,NA,3.959
204,12/17/2020,20:45:00,0,-0.004,10.4,0,NA,3.956
205,12/17/2020,21:00:00,0,0.003,10.3,0,NA,3.963
206,12/17/2020,21:15:00,0,0.007,10.2,0,NA,3.967
207,12/17/2020,21:30:00,0,-0.005,10.2,0,NA,3.955
208,12/17/2020,21:45:00,0,0.003,10.1,0,NA,3.963
209,12/17/2020,22:00:00,0,0.002,9.7,0,NA,3.962
210,12/17/2020,22:15:00,0,0.001,9.2,0,NA,3.961
211,12/17/2020,22:30:00,0,0.019,8.7,0,NA,3.979
212,12/17/2020,22:45:00,0,0.019,8.6,0,NA,3.979
213,12/17/2020,23:00:00,0,0.015,8.4,0,NA,3.975
214,12/17/2020,23:15:00,0,0.007,8.2,0,NA,3.967
215,12/17/2020,23:30:00,0,0.012,8.2,0,NA,3.972
216,12/17/2020,23:45:00,0,0.026,8,0,NA,3.986
217,12/18/2020,0:00:00,0,0.009,8,0,NA,3.969
218,12/18/2020,0:15:00,0,0.014,7.6,0,NA,3.974
219,12/18/2020,0:30:00,0,0.017,7.6,0,NA,3.977
220,12/18/2020,0:45:00,0,0.013,7.9,0,NA,3.973
221,12/18/2020,1:00:00,0,0.008,8,0,NA,3.968
222,12/18/2020,1:15:00,0,0.021,8,0,NA,3.981
223,12/18/2020,1:30:00,0,0.014,8.3,0,NA,3.974
224,12/18/2020,1:45:00,0,0.013,9,0,NA,3.973
225,12/18/2020,2:00:00,0,0.023,9.5,0,NA,3.983
226,12/18/2020,2:15:00,0,0.01,9.7,0,NA,3.97
227,12/18/2020,2:30:00,0,0.017,9.3,0,NA,3.977
228,12/18/2020,2:45:00,0,0.025,8.4,0,NA,3.985
229,12/18/2020,3:00:00,0,0.022,7.7,0,NA,3.982
230,12/18/2020,3:15:00,0,0.019,7.3,0,NA,3.979
231,12/18/2020,3:30:00,0,0.041,6.9,0,NA,4.001
232,12/18/2020,3:45:00,0,0.04,6.5,0,NA,4
233,12/18/2020,4:00:00,0,0.037,6.1,0,NA,3.997
234,12/18/2020,4:15:00,0,0.051,5.9,0,NA,4.011
235,12/18/2020,4:30:00,0,0.054,5.8,0,NA,4.014
236,12/18/2020,4:45:00,0,0.054,5.7,0,NA,4.014
237,12/18/2020,5:00:00,0,0.047,5.4,0,NA,4.007
238,12/18/2020,5:15:00,0,0.06,5.2,0,NA,4.02
239,12/18/2020,5:30:00,0,0.076,5.1,0,NA,4.036
240,12/18/2020,5:45:00,0,0.077,5,0,NA,4.037
241,12/18/2020,6:00:00,0,0.094,4.8,0,NA,4.054
242,12/18/2020,6:15:00,0,0.113,4.6,0,NA,4.073
243,12/18/2020,6:30:00,0,0.094,4.8,0,NA,4.054
244,12/18/2020,6:45:00,0,0.092,4.9,0,NA,4.052
245,12/18/2020,7:00:00,0,0.086,5,0,NA,4.046
246,12/18/2020,7:15:00,0,0.098,4.8,0,NA,4.058
247,12/18/2020,7:30:00,0,0.081,5.1,0,NA,4.041
248,12/18/2020,7:45:00,0,0.032,6.8,0,NA,3.992
249,12/18/2020,8:00:00,0,0.003,10.2,0,NA,3.963
250,12/18/2020,8:15:00,0,0.017,10.9,0,NA,3.977
251,12/18/2020,8:30:00,0,0.009,10.7,0,NA,3.969
252,12/18/2020,8:45:00,0,0,11.5,0,NA,3.96
253,12/18/2020,9:00:00,0,0.005,11.4,0,NA,3.965
254,12/18/2020,9:15:00,0,-0.017,13.5,0,NA,3.943
255,12/18/2020,9:30:00,0,-0.006,13.9,0,NA,3.954
256,12/18/2020,9:45:00,0,0.013,14.5,0,NA,3.973
257,12/18/2020,10:00:00,0,0.022,15,0,NA,3.982
258,12/18/2020,10:15:00,0,0.036,16.1,0,NA,3.996
259,12/18/2020,10:30:00,0,0.026,17.5,0,NA,3.986
260,12/18/2020,10:45:00,0,0.033,18.3,0,NA,3.993
261,12/18/2020,11:00:00,0,0.04,18.6,0,NA,4
262,12/18/2020,11:15:00,0,0.043,19.1,0,NA,4.003
263,12/18/2020,11:30:00,0,0.035,19.5,0,NA,3.995
264,12/18/2020,11:45:00,0,0.028,19.2,0,NA,3.988
265,12/18/2020,12:00:00,0,0.022,19.4,0,NA,3.982
266,12/18/2020,12:15:00,0,0.03,19.8,0,NA,3.99
267,12/18/2020,12:30:00,0,0.03,20.2,0,NA,3.99
268,12/18/2020,12:45:00,0,0.042,20.2,0,NA,4.002
269,12/18/2020,13:00:00,0,0.037,20,0,NA,3.997
270,12/18/2020,13:15:00,0,0.036,19.9,0,NA,3.996
271,12/18/2020,13:30:00,0,0.045,20,0,NA,4.005
272,12/18/2020,13:45:00,0,0.045,20.1,0,NA,4.005
273,12/18/2020,14:00:00,0,0.041,19.8,0,NA,4.001
274,12/18/2020,14:15:00,0,0.034,19.4,0,NA,3.994
275,12/18/2020,14:30:00,0,0.024,19.5,0,NA,3.984
276,12/18/2020,14:45:00,0,0.033,20.1,0,NA,3.993
277,12/18/2020,15:00:00,0,0.028,20.4,0,NA,3.988
278,12/18/2020,15:15:00,0,0.042,20.3,0,NA,4.002
279,12/18/2020,15:30:00,0,0.035,20.3,0,NA,3.995
280,12/18/2020,15:45:00,0,0.028,19.3,0,NA,3.988
281,12/18/2020,16:00:00,0,0.032,19.4,0,NA,3.992
282,12/18/2020,16:15:00,0,0.04,19,0,NA,4
283,12/18/2020,16:30:00,0,0.021,18,0,NA,3.981
284,12/18/2020,16:45:00,0,0.014,16.4,0,NA,3.974
285,12/18/2020,17:00:00,0,0.004,14.8,0,NA,3.964
286,12/18/2020,17:15:00,0,0.014,13.9,0,NA,3.974
287,12/18/2020,17:30:00,0,0.001,13.1,0,NA,3.961
288,12/18/2020,17:45:00,0,-0.002,12.1,0,NA,3.958
289,12/18/2020,18:00:00,0,0.001,11,0,NA,3.961
290,12/18/2020,18:15:00,0,0.002,10.6,0,NA,3.962
291,12/18/2020,18:30:00,0,0.013,10.2,0,NA,3.973
292,12/18/2020,18:45:00,0,0.013,9.5,0,NA,3.973
293,12/18/2020,19:00:00,0,0.007,9.3,0,NA,3.967
294,12/18/2020,19:15:00,0,0.004,8.9,0,NA,3.964
295,12/18/2020,19:30:00,0,0.012,8.4,0,NA,3.972
296,12/18/2020,19:45:00,0,0.013,8.1,0,NA,3.973
297,12/18/2020,20:00:00,0,0.011,8,0,NA,3.971
298,12/18/2020,20:15:00,0,0.005,7.7,0,NA,3.965
299,12/18/2020,20:30:00,0,0.023,7.4,0,NA,3.983
300,12/18/2020,20:45:00,0,0.018,7.3,0,NA,3.978
301,12/18/2020,21:00:00,0,0.02,7.3,0,NA,3.98
302,12/18/2020,21:15:00,0,0.011,7.2,0,NA,3.971
303,12/18/2020,21:30:00,0,0.022,6.8,0,NA,3.982
304,12/18/2020,21:45:00,0,0.029,6.6,0,NA,3.989
305,12/18/2020,22:00:00,0,0.028,6.6,0,NA,3.988
306,12/18/2020,22:15:00,0,0.026,6.7,0,NA,3.986
307,12/18/2020,22:30:00,0,0.027,6.5,0,NA,3.987
308,12/18/2020,22:45:00,0,0.032,6.3,0,NA,3.992
309,12/18/2020,23:00:00,0,0.037,6,0,NA,3.997
310,12/18/2020,23:15:00,0,0.038,5.8,0,NA,3.998
311,12/18/2020,23:30:00,0,0.041,5.9,0,NA,4.001
312,12/18/2020,23:45:00,0,0.051,5.7,0,NA,4.011
313,12/19/2020,0:00:00,0,0.037,5.4,0,NA,3.997
314,12/19/2020,0:15:00,0,0.057,5.2,0,NA,4.017
315,12/19/2020,0:30:00,0,0.064,5.1,0,NA,4.024
316,12/19/2020,0:45:00,0,0.082,4.9,0,NA,4.042
317,12/19/2020,1:00:00,0,0.08,4.7,0,NA,4.04
318,12/19/2020,1:15:00,0,0.079,5,0,NA,4.039
319,12/19/2020,1:30:00,0,0.098,4.8,0,NA,4.058
320,12/19/2020,1:45:00,0,0.089,4.9,0,NA,4.049
321,12/19/2020,2:00:00,0,0.077,4.8,0,NA,4.037
322,12/19/2020,2:15:00,0,0.083,4.7,0,NA,4.043
323,12/19/2020,2:30:00,0,0.1,4.6,0,NA,4.06
324,12/19/2020,2:45:00,0,0.092,4.6,0,NA,4.052
325,12/19/2020,3:00:00,0,0.098,4.8,0,NA,4.058
326,12/19/2020,3:15:00,0,0.088,5,0,NA,4.048
327,12/19/2020,3:30:00,0,0.092,4.8,0,NA,4.052
328,12/19/2020,3:45:00,0,0.12,4.4,0,NA,4.08
329,12/19/2020,4:00:00,0,0.136,4.2,0,NA,4.096
330,12/19/2020,4:15:00,0,0.186,3.8,0,NA,4.146
331,12/19/2020,4:30:00,0,0.178,3.9,0,NA,4.138
332,12/19/2020,4:45:00,0,0.199,3.8,0,NA,4.159
333,12/19/2020,5:00:00,0,0.203,3.6,0,NA,4.163
334,12/19/2020,5:15:00,0,0.197,3.7,0,NA,4.157
335,12/19/2020,5:30:00,0,0.198,3.7,0,NA,4.158
336,12/19/2020,5:45:00,0,0.198,3.6,0,NA,4.158
337,12/19/2020,6:00:00,0,0.204,3.5,0,NA,4.164
338,12/19/2020,6:15:00,0,0.221,3.3,0,NA,4.181
339,12/19/2020,6:30:00,0,0.222,3.1,0,NA,4.182
340,12/19/2020,6:45:00,0,0.221,3,0,NA,4.181
341,12/19/2020,7:00:00,0,0.219,3,0,NA,4.179
342,12/19/2020,7:15:00,0,0.222,3,0,NA,4.182
343,12/19/2020,7:30:00,0,0.217,3,0,NA,4.177
344,12/19/2020,7:45:00,0,0.102,5.1,0,NA,4.062
345,12/19/2020,8:00:00,0,0.028,8,0,NA,3.988
346,12/19/2020,8:15:00,0,0.035,8.3,0,NA,3.995
347,12/19/2020,8:30:00,0,0.043,7.5,0,NA,4.003
348,12/19/2020,8:45:00,0,0.047,7.5,0,NA,4.007
349,12/19/2020,9:00:00,0,0.039,7.8,0,NA,3.999
350,12/19/2020,9:15:00,0,0.036,8.2,0,NA,3.996
351,12/19/2020,9:30:00,0,0.022,8.6,0,NA,3.982
352,12/19/2020,9:45:00,0,0.01,10.4,0,NA,3.97
353,12/19/2020,10:00:00,0,0.012,13.6,0,NA,3.972
354,12/19/2020,10:15:00,0,0.007,15.1,0,NA,3.967
355,12/19/2020,10:30:00,0,0.027,16.6,0,NA,3.987
356,12/19/2020,10:45:00,0,0.028,18.3,0,NA,3.988
357,12/19/2020,11:00:00,0,0.037,19.8,0,NA,3.997
358,12/19/2020,11:15:00,0,0.034,20.3,0,NA,3.994
359,12/19/2020,11:30:00,0,0.033,20.5,0,NA,3.993
360,12/19/2020,11:45:00,0,0.027,20.9,0,NA,3.987
361,12/19/2020,12:00:00,0,0.037,21.3,0,NA,3.997
362,12/19/2020,12:15:00,0,0.04,21.7,0,NA,4
363,12/19/2020,12:30:00,0,0.033,21.7,0,NA,3.993
364,12/19/2020,12:45:00,0,0.03,21.6,0,NA,3.99
365,12/19/2020,13:00:00,0,0.028,22,0,NA,3.988
366,12/19/2020,13:15:00,0,0.043,22.5,0,NA,4.003
367,12/19/2020,13:30:00,0,0.036,22.7,0,NA,3.996
368,12/19/2020,13:45:00,0,0.029,22.8,0,NA,3.989
369,12/19/2020,14:00:00,0,0.026,22.7,0,NA,3.986
370,12/19/2020,14:15:00,0,0.025,22.3,0,NA,3.985
371,12/19/2020,14:30:00,0,0.029,22,0,NA,3.989
372,12/19/2020,14:45:00,0,0.029,21.6,0,NA,3.989
373,12/19/2020,15:00:00,0,0.03,21.2,0,NA,3.99
374,12/19/2020,15:15:00,0,0.035,20.5,0,NA,3.995
375,12/19/2020,15:30:00,0,0.025,19.9,0,NA,3.985
376,12/19/2020,15:45:00,0,0.021,19.8,0,NA,3.981
377,12/19/2020,16:00:00,0,0.02,19.6,0,NA,3.98
378,12/19/2020,16:15:00,0,0.021,19.1,0,NA,3.981
379,12/19/2020,16:30:00,0,0.015,18.1,0,NA,3.975
380,12/19/2020,16:45:00,0,0.009,16.5,0,NA,3.969
381,12/19/2020,17:00:00,0,-0.002,15.4,0,NA,3.958
382,12/19/2020,17:15:00,0,-0.013,14.3,0,NA,3.947
383,12/19/2020,17:30:00,0,-0.004,13.1,0,NA,3.956
384,12/19/2020,17:45:00,0,-0.01,12.2,0,NA,3.95
385,12/19/2020,18:00:00,0,-0.008,11.6,0,NA,3.952
386,12/19/2020,18:15:00,0,-0.009,11.1,0,NA,3.951
387,12/19/2020,18:30:00,0,-0.009,10.8,0,NA,3.951
388,12/19/2020,18:45:00,0,-0.002,10.2,0,NA,3.958
389,12/19/2020,19:00:00,0,-0.004,9.9,0,NA,3.956
390,12/19/2020,19:15:00,0,0.01,9.6,0,NA,3.97
391,12/19/2020,19:30:00,0,-0.002,9.1,0,NA,3.958
392,12/19/2020,19:45:00,0,0.016,9,0,NA,3.976
393,12/19/2020,20:00:00,0,0.006,8.5,0,NA,3.966
394,12/19/2020,20:15:00,0,0.017,8.2,0,NA,3.977
395,12/19/2020,20:30:00,0,0.016,8,0,NA,3.976
396,12/19/2020,20:45:00,0,0.01,7.8,0,NA,3.97
397,12/19/2020,21:00:00,0,0.019,7.4,0,NA,3.979
398,12/19/2020,21:15:00,0,0.025,7.2,0,NA,3.985
399,12/19/2020,21:30:00,0,0.029,7,0,NA,3.989
400,12/19/2020,21:45:00,0,0.03,7,0,NA,3.99
401,12/19/2020,22:00:00,0,0.039,6.8,0,NA,3.999
402,12/19/2020,22:15:00,0,0.043,6.7,0,NA,4.003
403,12/19/2020,22:30:00,0,0.037,6.6,0,NA,3.997
404,12/19/2020,22:45:00,0,0.034,6.5,0,NA,3.994
405,12/19/2020,23:00:00,0,0.042,6.5,0,NA,4.002
406,12/19/2020,23:15:00,0,0.048,6.3,0,NA,4.008
407,12/19/2020,23:30:00,0,0.038,6.3,0,NA,3.998
408,12/19/2020,23:45:00,0,0.048,6.1,0,NA,4.008
409,12/20/2020,0:00:00,0,0.047,6.1,0,NA,4.007
410,12/20/2020,0:15:00,0,0.067,5.8,0,NA,4.027
411,12/20/2020,0:30:00,0,0.066,5.7,0,NA,4.026
412,12/20/2020,0:45:00,0,0.076,5.4,0,NA,4.036
